,Shows integrity,,Book/Audiobook: Credibility: How Leaders Gain and…—> https://www.amazon.com/dp/B005C776QW,,"You may have good talk but don't walk the talk. Align what you say and what you do. Tied closely to vulnerability. Articulate why you do what you do, what is most enjoyable/energizing and how you reconcile that with the rest of your life not just your professional life. Disclose the connection between personal and professional. ",May come across as overly private. What would your team benefit from knowing about you to make them feel supported and that they understand why you do the things that you do. ,
,,,,,,,
Being open,Demonstrates self-awareness,,,,"Developing some easy techniques for gathering feedback on how you are perceived (and for making your own intentions more transparent), will serve you well in all facets of your life.","As with most evolving leaders, the skills that got you to your current level, while still important, will not be the
same skills that get you to your next level. We tend to judge ourselves by our intent and others by their behavior.
Recognize that your intentions are invisible to others, and as you move forward, your behavior is all others have
to go on. Providing context for your behavior will help people interpret you the way you want.","Take your cue from others in the room. Note when they get impatient or frustrated, a sure sign that it may be time to move on. Find a trusted colleague in these kinds of situations with you who can give you a signal."
,,,,,"Show others something that is personal and that demonstrates vulnerability or self-effacing humor. As leaders are more and more powerful, they can feel less human if they don’t offer explicit signals that they have struggles like everyone else. For instance, describing a personal funny story or frustration from the weekend can be an excellent way to show that everyone has permission to not be “100% on, 100% of the time.”",,
,Pursues self-development,,The power of vulnerability —> https://www.ted.com/talks/brene_brown_on_vulnerability,,"It is worth spending dedicated time thinking deeply
about what truly brings you joy in life. Working to develop yourself toward an outcome that will ultimately make
you feel less fulfilled as a person is not logical.","Think of someone who you respect and admire who plays a more “out front” leadership role. Identify 1-3
behaviors or habits from that leader that you can incorporate into your own approach.","Knowing that change is hard and in some areas may be
complex, seek support from your managers to navigate any unexpected challenges that come up along the way. Celebrate the courage required and benefits of stretching beyond what we know and believe to be true."
,,,“Think Again: The Power of Knowing What You Don’t Know” by Adam Grant.,,You must develop additional skills if you are to continue your track record of success. The expectation is that you show demonstrated evidence that you are identifying potential “blockers” to your leadership growth and committing to a plan to navigate around them.,Take time to clarify your professional goals and next steps.  Consider reading the HBR Article “From Purpose to Impact” by Nick Craig and Scott Snook and build a plan to ensure you achieve your most meaningful personal and professional goals.  Tap into your memories of family members you admire and identify the legacy you want to create yourself.  ,"Growing into the role: What percent of the job matches your values? For the parts of the role that don’t match, is there a way to evolve the role for a better fit (knowing that no job is a 100% match with our motivators)?
"
,,,"HBR article: “5 Strategies for Reinventing your Career in Uncertain Times” by David
Lancefield and Dorie Clark.",,,,
,,,Read What Got You Here Won’t Get You There by Marshall Goldsmith. He has some interesting concepts around how the skills needed to succeed shift as you move up in an organization.,,,,
,,,HBR Article “From Purpose to Impact” by Nick Craig and Scott Snook,,,,
,Exhibits self-advocacy,,"“The Confidence Code: The
Science and Art of Self-Assurance -What Women Should Know” by Katty Kay & Claire Shipman.",,"A comprehensive plan to formally acknowledge your role, and confidently step into it, will not only improve your
standing at your company but help positively influence others to produce their best.","Share your expertise with those around you. Find opportunities to mentor, teach, and coach, especially junior-
level employees. These moments can be both informal and formal and don’t necessarily need to take up a lot of your time but will be very impactful.","Find a way that works for you to promote yourself and the value you bring to the organization. Think of stories and
narratives that illustrate who you are, what you’re passionate about, and the unique impact you bring. Be proactive about having your contributions recognized. Colleagues can’t value work they don’t know that you’ve
done."
,,,"“The Authenticity Paradox” HBR article by Herminia Ibarra which offers encouragement to lead like your future self.

“The Secret Thoughts of Successful Women” by Valerie Young, which underscores the fact that it’s the most competent people who are hardest on themselves and question their capabilities.",,"Consider the various meetings you attend and other discussion forums as opportunities to increase your visibility
and to further shape your brand. Challenge yourself to make substantive contributions, which can range from
skillful questions, offering different perspectives, drawing linkages between others’ points and facilitating dialogue,
and sharing your point of view. Even if the topic is outside of your domain, remind yourself of the breadth of your
knowledge as well as the expectation for senior leaders to demonstrate appreciation and interest in happenings
across the company.",,
,Manages stress,,"Article: “The Talent Curse” by Jennifer and
Gianpiero Petriglieri. Although this HBR article is a few years old, as a dedicated runner you may appreciate the
comparison of leadership to elite performance in “The Making of a Corporate Athlete” by Jim Loehr and Tony
Schwartz. This article highlights diverse yet interconnected ways to increase your sustainability over the long term.",,"Identify meaningful themes in your life
and create a plan to deliberately, intentionally fulfill your unique purpose. Identifying your “why” is an important
step in your efforts to make changes in how you invest your time and energies.",,
,,,Nick Craig’s book: Leading from Purpose,,,,
,Demonstrates transparency,,"You might listen to Brene Brown’s podcast on vulnerability: https://beta.prx.org/stories/355543. She has some good tips on what  to reveal, and not to reveal, about yourself at work. She has a book too, of course, if you want a deeper dive.",,"Think of your internal partners as consultants and advisors. Keep them up to date, yes, but also leverage them for their expertise and their problem-solving skills. Ask for their views and allow them to improve your decisions. Remember that early buy-in and engagement of your team increases your overall leverage and effectiveness.","You might want to take time once per week and ask yourself “What activity am I engaged in that key peers would want to be involved in sooner?” You don’t have to include them, but having the thought will sometimes convince you to do so or ensure that you are more proactive in communicating.",
,,,,,,,
Being flexible and adaptable,Manages ambiguity,Struggles to make progress when facing uncertain situations,Book: FYI For Your Improvement - Ch. 3 (pg. 26) - https://www.amazon.com/FYI-Improvement-Competencies-Development-Guide/dp/1933578904,,,,
,,Operates best under predictability and structure,,,,,
,,May jump to conclusions without enough data,,,,,
,Demonstrates adaptability,,Book/Audiobook - Celebrating Failure —> https://www.amazon.com/Celebrating-Failure-Taking-Mistakes-Thinking/dp/1601630646,,"Find opportunities to “stay in the gray” rather than be inflexible or set on one “right” answer. Be curious and open
to others’ ideas and find collaborative solutions.","Reflect on how you handle different meetings and situations and identify 3-5 of them where you will have a clear intention to have a different approach. For some you might plan on being more talkative, for others you might plan on being more assertive in pushing for a less popular solution. The key is to both practice a different style and show others that you have the flexibility to take different approaches when you feel it is necessary.",
,,,Book/Audiobook - The Versatile Leader —> https://www.amazon.com/Versatile-Leader-Strengths-non-Franchise-Leadership/dp/0787979449,,,,
,,,Hornstein and Reynolds-Frost’s book Deliberate Mindset: How Thinking Differently Can Help You,,,,
,Nimble learning,Struggles to learn in new situations or becomes frustrated with unfamiliar tasks,Succeed in High-Stakes Presentations and Conversations,,"You thrive when you know you are doing important work and making a difference. As you think about the work that you want to do in the future, evaluate opportunities in terms of their visibility and impact. Recognize that sometimes that visibility and impact may come with more perceived risk and might require you to tackle more uncertainty than you are usually comfortable with.",,
,,Gives up on new ideas too soon,,,,,
,,Doesn't take chances on untested solutions,,,,,
,,Takes on new challenges just for the sake of it rather than to make a positive impact,,,,,
,Being resilient,,,,,,
